Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,Frequency [6],Frequency [3],Frequency [8],Frequency [9],Frequency [16],Frequency [2],Frequency [11],Frequency [12],Frequency [1],Frequency [14],Frequency [7],Frequency [4],Frequency [15],Frequency [13],Frequency [5],Frequency [10],Anxiety,Depression,Insomnia,OCD,Music effects
16,7,1,2,2,2,8,1,2,1,1,4,1,1,3,2,1,1,3,3,2,2,2,3,3,7,4,6,3,2
21,6,1.5,1,1,2,9,2,2,1,3,1,4,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,0,
13,3,6,1,2,2,13,1,2,1,1,1,1,1,4,1,2,1,2,1,2,1,4,1,1,4,0,0,2,1
16,3,4,1,2,2,5,1,2,2,3,3,3,1,3,2,3,1,4,4,4,1,1,4,3,3,0,6,9,2
18,3,6,1,2,1,5,1,2,3,2,2,4,1,3,1,3,1,4,4,3,2,3,4,4,5,1,6,0,2
21,3,4,1,2,2,7,1,1,1,1,4,1,1,1,1,1,1,2,3,1,1,1,4,4,10,6,8,0,2
17,3,1.5,1,2,2,6,1,1,4,2,1,2,1,1,3,1,1,3,1,4,2,1,1,1,7,5,1,2,0
24,6,2,1,2,2,5,1,1,2,3,1,4,1,3,3,1,2,3,1,2,2,3,4,1,7,7,0,4,0
14,6,2,1,2,2,4,1,2,2,1,1,3,1,3,1,2,4,2,2,4,3,3,2,1,6,0,0,0,2
25,3,4,1,2,2,5,1,1,3,2,2,4,2,3,3,2,2,3,3,3,2,3,4,4,6,2,3,2,2
22,3,3,1,2,2,14,1,1,2,4,3,2,2,2,2,2,2,4,2,2,2,2,2,2,7,6,7,9,2
20,0,4,1,2,2,5,1,1,2,1,3,1,1,2,1,4,2,2,3,4,2,2,4,2,5,7,7,0,0
23,3,2,1,2,2,4,2,2,3,2,2,3,1,4,3,1,1,1,1,4,4,4,3,3,7,6,4,3,2
61,4,2,1,2,2,5,1,2,1,1,1,2,1,1,1,2,1,1,3,3,2,1,3,1,2,2,2,0,2
24,3,6,1,2,2,10,2,1,3,1,3,4,1,1,1,2,1,2,3,2,1,1,4,4,9,5,0,7,2
34,3,0,2,1,2,5,2,1,2,2,1,3,1,1,1,1,1,1,2,1,1,1,4,1,3,7,8,0,1
49,3,1,2,2,2,4,1,2,3,1,1,1,1,4,2,1,1,4,1,4,4,4,3,1,4,5,9,1,2
33,0,4,1,1,2,5,1,1,2,3,2,2,2,2,2,1,1,4,2,3,2,2,4,4,1,0,7,0,2
22,0,2,2,1,1,7,2,2,1,1,2,1,1,1,1,1,1,1,4,2,2,1,4,4,3,2,0,2,0
38,3,3,1,2,2,7,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,1,6,1,2,2
23,5,4,2,2,2,2,1,2,2,2,1,2,1,4,2,1,1,3,2,4,3,3,3,2,8,10,4,0,0
34,0,2,2,2,2,10,2,1,2,2,2,1,1,3,2,2,1,2,2,1,1,3,2,4,8,10,10,0,0
40,7,3,1,2,2,7,1,1,1,1,1,1,1,1,3,1,3,1,4,2,2,1,3,1,3,0,8,1,0
27,3,1,2,2,2,2,1,2,3,1,2,1,1,4,2,1,1,2,1,3,4,4,1,1,3,4,1,0,2
54,5,10,1,2,2,5,1,2,3,3,1,2,1,1,2,1,1,1,2,2,3,1,3,1,2,1,2,2,2
16,3,10,2,2,2,5,1,2,2,4,1,4,2,2,3,1,1,1,4,3,2,2,4,1,0,0,0,0,0
23,0,10,1,2,2,10,2,1,2,1,3,3,1,2,1,3,1,3,2,3,1,2,3,4,8,8,5,0,2
35,3,4,2,2,2,3,1,2,1,4,1,2,1,1,1,1,1,1,3,3,1,1,3,2,1,1,1,0,0
22,5,4,1,2,2,9,1,1,2,3,4,4,1,3,3,1,2,3,4,4,3,3,4,3,8,7,6,2,2
41,3,3,2,2,2,7,1,1,4,2,1,2,1,1,1,3,1,1,4,2,1,2,3,4,6,5,4,0,0
63,3,2,1,2,2,5,1,2,4,3,2,4,1,2,3,1,2,1,1,1,2,1,4,1,5,4,6,2,2
28,3,1,2,1,2,5,1,2,2,2,1,2,1,2,1,1,1,3,2,3,1,2,3,1,3,1,0,2,0
22,3,6,1,1,2,3,1,2,2,4,3,4,2,3,3,1,2,3,3,3,2,3,4,3,4,8,2,2,2
58,5,1,1,2,2,5,1,2,2,3,2,3,3,3,3,1,2,2,3,2,3,3,3,1,5,6,3,1,2
58,5,1,1,1,1,6,1,2,3,2,1,2,3,2,3,2,2,1,1,2,1,1,1,1,0,0,2,1,2
67,7,4,1,2,2,5,2,2,1,3,1,1,1,1,3,1,1,1,2,1,2,1,4,1,7,6,7,4,2
70,0,2,1,2,2,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,6,1,2
60,5,2,1,2,2,5,2,1,3,3,1,3,2,1,2,1,2,1,2,3,3,2,4,2,4,4,2,0,2
15,3,2,1,1,1,4,1,2,2,2,3,1,3,2,3,3,1,1,1,4,3,1,3,4,9,8,10,9,2
18,5,6,1,2,2,8,1,1,4,2,4,2,3,4,3,1,3,4,3,4,4,4,3,4,5,5,7,0,2
58,7,3,1,2,2,2,1,1,3,1,3,2,3,4,4,1,3,4,1,2,4,3,3,1,4,6,8,1,2
28,7,1,1,2,2,14,1,1,3,2,2,2,2,3,3,2,3,4,2,3,3,2,3,3,4,8,5,0,2
22,3,4,1,1,2,14,1,2,2,2,1,3,1,2,3,1,1,4,2,3,2,2,4,1,9,10,6,7,2
49,5,0.5,2,2,2,6,2,2,4,3,2,3,4,3,3,2,2,1,2,3,3,3,2,2,3,2,2,2,2
20,5,8,1,2,2,5,1,1,1,2,2,3,1,1,2,1,1,2,3,2,3,1,4,3,6,2,2,1,2
55,5,15,1,2,2,5,2,2,2,1,1,4,1,1,3,1,2,1,1,2,1,1,4,1,2,0,3,0,0
48,3,1.5,1,1,2,7,2,2,2,1,2,1,1,1,2,1,1,1,3,1,2,1,2,2,10,8,0,4,2
14,3,2,1,1,2,12,1,1,3,1,2,1,1,3,3,4,1,3,1,2,2,2,1,2,4,4,2,2,2
18,3,3,1,1,2,4,1,1,3,1,3,2,1,4,3,4,4,3,2,4,4,4,3,3,7,8,6,2,2
25,3,1,1,2,2,4,1,1,4,2,2,2,1,3,3,1,1,2,4,4,2,3,3,3,7,6,5,5,2
71,0,0.25,1,2,2,16,2,1,3,2,1,2,3,1,1,1,3,1,1,2,2,1,2,1,1,0,0,0,2
60,5,1,2,1,1,16,2,2,3,2,1,1,4,2,1,1,1,1,1,1,1,2,2,1,6,2,8,0,2
18,0,1,1,2,1,10,2,2,2,2,3,3,1,2,3,1,1,1,3,1,2,3,3,4,4,5,7,0,0
19,3,5,1,2,2,2,2,1,2,4,3,2,2,4,1,2,4,1,2,3,3,4,2,3,10,7,0,0,2
74,0,1,2,2,2,4,2,2,2,4,1,3,3,1,2,1,3,1,1,4,3,1,3,1,4,2,1,0,2
36,4,1,1,2,2,2,2,2,3,1,1,1,1,4,1,1,1,1,1,4,3,3,3,1,7,6,2,3,2
14,3,7,1,2,2,14,1,1,1,1,1,1,1,3,1,1,1,4,1,4,1,3,1,2,3,2,8,0,2
20,3,3,2,1,1,2,1,1,4,2,2,3,1,4,3,1,3,2,2,3,3,4,4,2,10,7,4,3,2
15,3,3,1,2,2,12,1,1,2,1,2,1,1,4,3,4,1,1,1,2,3,4,3,4,4,0,0,0,0
19,0,7,1,2,2,5,2,2,3,2,1,2,1,1,3,1,1,1,2,1,1,1,4,3,7,7,0,0,2
29,3,8,1,2,2,8,2,1,2,3,4,3,1,3,2,1,1,2,3,1,1,4,4,4,6,7,4,1,2
24,3,2,1,2,2,7,1,2,1,2,4,3,4,1,1,1,1,2,4,2,1,1,3,2,7,6,2,7,2
18,6,2,1,2,2,4,1,1,2,2,2,2,2,4,2,2,3,2,3,4,4,4,4,1,6,5,8,0,2
21,3,2,1,2,2,5,1,1,3,1,1,3,1,2,2,2,1,2,1,4,2,2,4,2,10,10,2,3,2
19,3,2,1,2,2,12,1,1,2,1,2,1,1,3,3,4,1,3,1,3,4,2,3,3,7,6,5,1,2
25,3,4,2,2,2,10,1,1,3,1,1,2,2,1,1,2,4,1,1,4,3,1,1,4,3,0,0,0,2
28,3,8,1,2,2,5,1,1,2,2,2,3,2,3,3,2,2,4,2,4,3,3,4,3,8,2,1,0,0
27,7,4,1,2,2,13,1,2,2,1,1,1,1,3,2,3,1,3,1,2,1,4,2,2,7,6,6,5,2
60,3,1,2,2,2,5,1,2,3,2,1,3,1,1,3,1,1,1,1,2,2,1,3,1,3,2,5,0,0
25,5,5,2,2,2,7,2,1,2,2,1,2,1,1,1,1,1,1,4,3,1,1,3,2,8,2,1,0,2
60,7,2,1,2,2,5,2,2,2,3,1,1,1,1,1,1,1,1,3,2,3,1,4,1,7,7,2,4,2
43,7,1,2,2,2,3,2,2,1,4,1,1,1,2,1,1,1,1,1,3,1,1,2,1,5,1,1,1,2
51,0,5,1,2,2,5,2,2,3,2,1,3,1,1,2,1,1,1,3,2,2,1,4,2,1,2,1,0,0
63,5,8,1,2,2,5,1,2,3,3,2,2,1,1,2,1,2,2,1,3,2,1,3,1,2,1,2,2,2
64,5,2,1,2,2,6,2,2,4,1,2,4,1,2,2,1,2,2,1,4,2,1,2,1,5,2,4,0,2
22,3,2,1,2,2,4,2,2,3,2,3,3,2,3,1,2,1,4,2,4,2,3,3,2,7,2,1,0,2
24,5,1,1,2,2,9,2,1,3,1,4,4,2,3,3,2,2,4,2,3,2,3,4,4,10,10,7,8,2
19,3,8,1,2,2,4,1,1,2,3,3,4,1,4,1,4,3,2,2,4,3,4,4,2,7,2,1,6,2
56,6,8,1,2,2,4,1,2,3,2,2,3,1,3,3,2,2,2,3,3,3,3,3,1,6,4,1,0,2
20,3,1,2,2,2,8,1,2,2,1,4,1,1,3,1,2,2,4,2,4,1,1,1,1,5,9,6,1,2
19,0,1,1,1,2,10,2,2,4,1,1,2,2,3,3,2,2,4,1,3,3,2,2,4,7,5,7,0,2
20,3,8,1,2,2,11,1,1,2,3,2,4,1,3,4,2,3,4,1,3,2,3,3,2,7,6,7,4,2
60,3,2,1,2,2,5,2,2,2,2,1,2,2,1,2,1,1,1,2,3,3,1,4,1,0,0,0,0,2
65,6,6,1,2,2,15,2,1,2,2,1,2,2,2,2,2,3,1,1,3,4,1,3,1,3,5,0,2,0
28,3,3,2,1,1,7,1,1,4,1,2,3,2,2,4,2,3,4,4,2,3,1,4,4,8,8,5,2,2
18,0,4,1,1,2,8,2,1,4,1,4,1,1,1,2,1,1,2,1,3,1,2,2,3,8,7,10,6,2
42,3,2,1,2,2,5,2,1,2,1,1,1,1,2,1,1,1,1,1,3,2,2,3,2,2,4,5,2,2
80,0,3,1,1,2,6,2,2,4,2,1,2,1,1,2,2,1,2,2,3,1,1,1,3,7,3,9,2,2
22,0,4,2,2,1,4,1,2,2,3,4,3,1,2,1,1,1,1,2,4,4,2,3,1,8,7,4,4,2
56,7,2,2,2,2,11,1,1,3,1,3,3,2,1,4,1,2,2,2,3,2,1,3,2,0,0,0,5,0
20,5,1,1,2,2,4,2,1,1,1,3,1,1,2,3,4,2,2,1,4,3,2,2,1,8,6,9,8,2
15,3,1,1,2,2,10,1,1,1,2,3,1,1,3,2,1,1,4,3,3,2,2,4,4,4,2,3,2,2
67,0,1,2,2,2,5,2,2,3,3,1,3,3,3,3,1,3,1,3,3,3,3,3,1,3,2,2,2,
57,3,2,1,1,2,16,2,2,3,1,1,2,4,1,3,1,2,1,1,3,3,1,2,1,6,4,10,0,2
22,6,7,1,2,2,4,1,1,1,1,3,2,1,4,1,4,3,1,1,4,4,4,3,2,8,8,10,0,2
17,3,5,1,2,2,4,1,1,1,1,3,1,1,3,1,4,2,2,1,4,4,3,2,2,5,5,5,5,2
19,3,3,1,2,2,5,2,2,1,4,1,2,3,1,1,1,1,1,2,4,1,3,4,3,10,8,6,2,0
50,0,1,2,2,2,5,2,2,3,3,1,1,1,4,3,2,2,1,2,4,3,3,4,1,0,0,7,0,2
24,3,6,1,1,1,5,1,1,1,2,3,4,1,2,2,3,1,2,4,3,1,2,4,3,8,8,10,0,2
67,6,2,2,2,2,5,1,2,3,1,1,1,1,2,1,1,1,1,3,3,1,1,3,1,8,2,0,0,0
18,7,3,1,1,1,7,1,2,3,3,1,2,2,2,1,1,1,1,4,1,2,2,2,1,7,8,4,10,2
20,3,1.5,1,2,2,3,2,2,2,4,3,1,1,3,3,3,2,1,1,3,1,3,3,1,0,2,0,1,2
15,3,4,1,1,2,4,1,2,1,2,1,1,3,2,2,2,2,3,2,4,3,3,4,3,3,5,4,0,2
17,3,2,1,1,2,4,1,1,2,1,1,2,1,3,1,4,2,1,1,4,1,3,1,1,5,2,3,1,2
32,5,2,1,2,2,9,1,2,1,1,3,3,1,3,3,1,2,3,1,3,3,3,3,3,6,1,0,0,2
18,3,2,2,2,2,13,1,1,2,1,1,1,1,4,2,1,1,1,2,3,2,4,2,4,6,3,4,2,2
18,3,1,1,1,1,5,1,2,3,1,3,1,1,2,2,1,1,2,4,3,1,2,4,2,5,6,8,2,2
18,3,3,1,2,2,12,1,1,3,1,1,1,1,3,1,4,1,2,1,3,4,2,3,2,8,4,7,5,2
19,3,3,1,2,2,4,1,2,1,1,4,1,1,4,2,2,2,2,2,4,3,4,2,3,1,1,2,3,2
18,3,2,2,1,2,5,1,2,1,1,1,1,1,2,1,1,1,1,3,3,2,2,4,1,8,3,1,3,2
17,7,6,1,2,1,13,1,2,2,1,2,1,3,4,3,1,1,3,1,3,3,4,2,1,3,3,0,0,2
34,3,3,1,2,2,6,2,1,4,1,1,1,1,1,2,1,1,2,3,2,1,1,3,3,0,0,0,0,0
18,5,3,1,2,2,4,2,2,2,2,3,2,1,4,2,2,1,2,2,4,2,4,2,3,5,4,2,0,0
18,3,2,1,2,2,15,1,2,1,1,1,1,3,4,2,1,2,2,1,3,4,4,2,1,2,4,0,0,2
22,0,2,1,2,2,10,2,2,3,2,2,1,4,2,3,2,2,2,1,2,1,1,1,4,4,6,0,2,2
18,3,2,1,2,1,4,1,2,3,2,3,1,1,2,3,2,1,3,1,4,2,1,3,3,5,7,2,0,2
19,3,3,1,2,2,5,1,1,3,2,2,3,2,3,2,2,2,2,2,3,2,3,4,1,4,0,7,0,0
25,0,4,1,2,2,4,1,1,2,1,3,1,1,4,1,2,2,2,3,4,2,4,4,2,10,8,6,2,0
17,3,2,1,1,1,15,1,2,4,2,1,2,2,2,3,3,2,3,2,4,4,2,3,1,3,3,1,0,2
25,3,5,1,1,2,5,1,2,3,3,2,1,1,3,1,2,1,2,3,3,1,3,4,3,8,7,2,1,2
18,3,2,1,2,2,15,2,2,3,2,1,1,1,3,2,1,1,4,2,4,4,3,4,2,3,3,0,3,2
24,3,7,1,2,2,9,1,1,3,2,2,4,1,2,2,1,2,3,2,4,2,2,4,4,10,10,8,10,2
16,3,3,1,1,2,12,2,1,2,1,3,1,1,2,3,4,3,3,1,4,2,3,1,1,10,2,7,8,2
18,3,3,2,1,1,7,1,2,1,1,1,2,1,3,4,1,2,1,4,2,3,3,3,2,9,6,8,5,2
18,3,4,1,2,2,15,1,1,2,2,2,1,1,4,3,1,1,2,1,4,4,4,4,2,6,4,1,6,2
16,3,3,1,2,2,4,1,2,4,1,1,1,1,2,2,1,1,1,1,4,4,1,3,1,3,4,6,8,2
68,4,1,1,2,2,16,2,2,4,1,1,3,4,1,1,1,3,1,1,1,1,1,1,1,10,10,10,0,2
16,3,7,1,2,2,10,1,2,1,2,3,2,1,2,2,1,1,1,4,3,1,4,2,3,4,8,8,4,0
21,3,1,2,2,2,15,1,1,1,1,1,1,2,4,1,1,1,1,1,4,4,3,1,1,3,0,0,0,2
53,4,4,1,2,2,15,1,1,2,3,2,2,2,4,2,3,2,1,3,2,3,3,3,2,1,0,0,0,2
29,3,4,1,2,2,6,1,2,4,1,4,1,1,1,3,1,2,2,1,3,1,1,2,2,5,6,7,7,0
18,3,3,1,1,2,10,1,1,3,1,1,1,1,1,3,2,1,4,1,2,3,1,1,4,7,0,3,1,0
29,3,2,1,2,2,4,2,2,1,1,2,2,1,4,1,1,1,3,2,4,1,4,1,4,10,8,8,9,2
18,3,4,1,1,2,15,1,1,2,3,4,1,2,4,2,3,3,3,2,3,4,3,2,3,3,0,3,4,2
22,3,5,1,2,2,8,1,1,1,1,4,1,1,4,1,1,1,4,1,4,4,4,4,3,1,0,0,1,0
19,7,6,1,2,2,4,2,2,3,2,2,2,4,3,2,3,4,2,2,4,3,3,3,3,6,6,0,0,2
13,5,1,1,2,2,10,1,2,1,1,3,1,1,2,3,1,1,3,2,2,2,1,3,4,4,3,4,0,2
26,0,1,2,2,2,4,2,2,1,2,3,3,1,2,2,3,3,4,1,4,2,2,3,1,6,4,0,0,2
14,3,3,1,2,2,5,1,2,1,1,1,1,1,3,2,1,1,1,2,3,1,1,4,3,2,6,3,0,1
27,3,1,1,2,2,4,1,1,2,2,2,1,2,3,2,4,1,3,1,4,3,3,3,4,8,3,3,3,2
26,3,8,2,2,2,5,2,1,1,3,3,4,1,4,2,4,1,1,3,3,4,4,4,4,8,10,7,3,0
59,7,1,2,1,2,5,2,2,2,1,1,2,3,1,2,1,2,1,1,2,2,1,4,1,1,0,0,1,2
30,3,8,1,1,1,5,1,2,3,3,1,2,1,3,3,1,3,3,2,3,3,3,4,1,8,6,6,8,2
27,3,1,1,2,2,4,1,1,1,2,3,1,1,3,1,2,3,1,1,4,3,3,3,1,6,3,1,7,2
18,6,1,2,1,2,13,1,1,2,1,1,1,1,3,1,1,2,3,1,3,1,4,1,3,2,0,3,0,2
23,0,10,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,0,0,0,0,0
18,3,10,1,1,1,5,1,2,3,3,3,3,2,3,3,3,2,2,4,4,3,3,4,1,10,10,6,6,2
40,3,5,1,2,2,5,1,1,3,3,3,3,1,4,2,2,3,2,3,4,3,4,4,2,3,0,0,1,2
24,3,10,1,2,2,5,1,1,3,1,1,2,1,1,1,1,1,2,3,3,1,1,4,3,7,9,10,0,2
23,3,2,1,1,2,6,1,1,4,1,2,2,1,1,3,1,2,3,1,4,2,1,4,1,8,7,6,2,2
56,7,6,1,2,2,15,2,2,1,1,1,1,1,3,2,1,1,1,1,1,3,1,1,1,2,0,10,10,2
29,7,2,1,2,2,15,1,2,2,1,4,1,1,4,2,2,3,3,1,4,4,2,1,3,10,7,9,3,0
16,7,3,1,2,2,4,2,1,1,1,1,1,1,4,1,4,1,1,1,4,3,1,1,1,6,0,0,0,2
18,3,8,1,1,1,16,1,1,2,1,2,1,4,3,3,1,3,4,1,3,4,3,1,3,3,0,2,2,2
21,3,8,1,2,2,14,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,9,8,2
32,3,8,1,2,2,5,1,2,1,1,1,2,1,3,1,1,1,1,3,2,2,3,4,3,7,6,5,8,2
22,5,8,1,1,2,7,1,2,3,1,3,2,2,2,3,1,1,1,4,2,2,1,4,4,10,7,8,6,2
17,3,12,1,1,2,1,1,2,4,1,2,2,3,4,1,2,4,2,3,2,1,4,4,3,0,3,9,5,0
18,3,6,1,2,2,8,1,1,2,1,4,1,1,3,2,4,4,4,1,4,4,4,2,3,0,2,1,5,2
18,3,4,1,1,2,15,2,1,3,2,3,1,3,3,1,4,4,2,1,3,4,4,1,2,2,0,0,0,0
24,3,8,1,2,2,11,1,2,4,1,2,1,1,4,4,1,2,4,1,2,3,3,4,2,2,2,4,0,0
21,3,2,2,2,2,4,2,2,2,1,1,1,2,3,1,1,1,3,3,4,3,3,4,3,5,6,3,4,0
46,0,1,2,2,2,5,2,2,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,0,0,1,0,0
18,3,2,1,1,2,2,1,2,1,1,1,1,3,4,1,1,1,3,1,3,4,4,1,1,5,4,3,7,2
16,3,3,1,1,2,12,1,1,2,1,2,1,1,4,4,4,1,3,1,4,4,4,4,3,2,7,0,0,2
21,3,1,1,2,2,10,1,1,4,4,2,3,2,3,3,1,1,4,2,3,1,3,3,4,0,6,0,4,2
19,0,0,2,2,2,6,1,1,4,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,0,0,0,0,2
20,3,2,1,1,1,13,1,1,3,1,2,1,1,3,3,1,1,2,1,3,3,4,3,3,7,5,1,3,2
21,7,0.1,1,1,2,9,2,1,3,1,1,4,3,2,1,1,1,1,1,2,1,2,3,1,7,5,3,1,0
56,0,2,1,2,2,5,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,3,3,1,8,0
21,3,12,1,2,2,5,1,1,3,2,4,2,2,3,3,2,1,3,4,3,2,3,4,2,7,10,4,7,1
20,3,1,1,2,2,4,1,2,2,1,1,4,1,2,2,2,1,3,2,4,2,2,4,1,3,2,3,0,2
21,6,1,1,2,2,5,2,2,3,1,2,1,1,2,2,1,1,1,2,3,1,1,4,2,5,1,1,9,2
25,3,3,1,2,2,5,2,2,1,2,1,3,1,1,1,1,1,3,1,2,1,1,4,3,8,9,4,10,2
33,3,2,1,2,2,7,1,1,2,1,1,3,1,3,2,1,1,1,4,3,3,3,4,3,4,8,0,0,2
20,3,2,1,2,2,5,1,1,2,2,2,2,1,3,3,2,3,3,4,4,3,3,4,2,7,9,7,0,2
17,3,3,1,1,2,5,1,2,3,3,3,1,1,1,1,2,1,2,4,4,1,2,4,1,1,5,6,4,0
24,5,1,2,2,2,11,1,1,2,1,3,2,1,1,3,2,1,2,2,3,2,1,3,4,3,2,1,0,0
26,3,3,1,1,1,11,1,1,2,2,2,2,1,3,4,1,3,2,4,2,3,2,4,2,6,8,0,0,2
17,5,3,1,2,2,5,2,2,2,2,1,2,1,2,2,1,1,2,4,3,1,3,4,4,6,3,6,0,2
16,3,5,1,1,1,7,1,1,3,1,1,2,1,2,3,1,1,2,4,3,1,3,4,3,7,4,8,0,2
27,3,8,1,2,2,7,1,2,1,1,2,1,1,3,1,1,1,1,4,4,4,2,3,1,2,6,9,1,0
28,3,4,1,2,2,2,1,1,2,3,3,2,1,4,1,1,4,3,2,4,2,4,3,2,8,5,3,8,2
48,0,5,1,2,1,5,1,1,4,3,3,4,1,3,2,1,2,1,2,2,2,2,4,2,3,3,0,0,2
19,3,3,1,2,2,13,2,1,1,1,2,2,1,3,1,2,1,4,3,4,3,4,3,3,7,5,3,3,2
21,5,4,1,2,2,5,1,1,3,4,2,4,1,3,1,1,1,2,3,4,3,3,4,2,4,8,2,3,2
21,0,1,1,1,2,6,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,0,5,2
15,3,4,1,2,2,7,1,1,2,1,3,2,1,2,1,2,1,1,4,3,3,3,4,2,10,7,3,2,2
20,3,1,2,2,2,5,1,1,3,3,2,4,2,2,4,1,1,1,1,4,2,2,4,1,10,4,8,0,2
21,5,2,1,1,2,10,2,1,3,1,2,3,2,1,2,1,3,3,2,4,3,1,4,4,2,2,0,0,2
22,3,6,1,2,2,9,1,2,1,2,3,4,1,2,2,1,3,3,1,2,2,2,4,3,8,7,7,3,2
22,3,2,2,2,2,5,2,2,2,1,1,1,1,2,2,2,1,1,4,4,1,1,4,3,10,5,2,8,2
31,3,1,1,2,2,5,1,2,4,2,3,2,1,2,2,2,2,3,3,3,1,4,4,4,9,10,10,6,0
20,5,4,1,1,2,7,1,2,2,3,1,1,1,1,2,1,1,1,4,1,1,1,4,3,5,2,1,6,2
49,0,8,1,1,1,6,2,2,4,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,4,8,9,1,2
42,3,2,1,2,2,7,1,1,3,2,1,1,2,2,1,3,3,2,4,4,3,1,4,4,7,8,5,3,2
26,3,2,1,2,2,8,1,1,2,3,4,3,1,3,2,1,3,2,2,3,2,3,4,1,2,2,0,3,0
17,3,10,1,2,1,12,1,1,2,3,2,2,1,4,1,4,2,3,4,4,3,4,4,3,10,3,0,4,2
30,0,0,2,2,2,7,2,2,2,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,10,10,10,9,2
23,3,6,1,2,2,9,1,1,3,3,2,3,1,3,3,3,2,2,2,3,3,3,3,2,3,7,7,4,0
30,6,3,1,2,2,8,1,1,2,1,4,1,2,3,1,4,1,1,2,4,3,3,3,1,7,5,7,7,2
31,3,2,1,2,2,7,2,1,2,3,1,4,1,2,2,1,1,1,4,4,4,2,4,3,7,4,8,8,2
42,7,0.25,2,1,2,6,1,1,4,2,1,1,1,1,3,1,2,1,2,3,2,2,3,1,7,9,4,5,2
16,7,4,1,2,2,8,1,1,3,1,4,1,1,1,1,2,1,1,1,1,1,1,1,3,4,7,1,3,2
34,5,2,2,2,2,7,1,2,3,2,1,3,1,2,2,2,2,1,4,3,2,2,4,1,5,9,9,6,2
21,5,2,1,2,2,4,1,2,3,1,4,2,1,2,2,2,3,2,3,4,4,2,3,3,5,4,10,7,0
27,5,3,1,2,2,4,2,2,2,2,2,2,1,4,2,2,2,2,2,4,4,3,3,2,7,2,0,1,2
18,3,6,1,2,2,9,1,1,1,4,4,4,3,3,2,2,2,3,3,4,3,3,4,3,8,6,0,2,2
26,3,3,2,2,2,7,1,2,2,4,1,4,2,3,3,1,1,2,4,2,2,3,4,2,1,3,10,0,0
37,3,2,1,2,2,5,1,2,1,1,1,1,1,2,1,1,1,1,3,3,2,2,3,1,8,10,10,2,1
26,3,5,1,1,2,9,1,1,3,2,2,4,1,4,4,1,2,2,3,3,3,4,4,2,4,7,6,0,0
19,3,4,2,2,2,4,2,1,1,1,3,1,1,3,3,3,3,2,1,4,3,3,3,3,9,6,3,0,0
22,3,4,1,2,2,5,1,2,1,2,1,1,1,2,1,1,1,2,3,4,2,2,4,4,10,7,4,4,2
43,0,0,2,2,2,5,2,2,2,1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,1,2,2,0,0
24,0,12,1,1,1,5,1,2,3,2,1,3,2,2,2,1,2,1,4,4,2,2,4,4,7,10,0,8,2
21,0,0.5,2,2,2,4,2,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,10,2,1,10,1
28,0,1,1,2,2,5,2,2,2,2,1,2,1,1,1,1,1,1,1,3,1,1,3,1,2,1,2,2,2
23,5,3,1,2,2,15,1,1,4,1,1,4,1,4,4,1,2,4,2,4,4,4,3,2,3,10,0,0,0
20,6,12,2,2,2,5,1,1,1,3,2,3,3,3,3,2,1,1,3,4,3,3,4,3,7,10,2,0,2
17,3,4,1,1,1,7,2,2,1,2,4,1,1,1,2,1,1,2,4,3,1,1,4,3,4,2,0,0,2
19,3,3,1,2,2,15,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,2,4,2,5,3,2
32,3,1,1,2,2,7,1,1,3,3,3,3,1,2,1,4,2,1,4,2,2,3,4,2,6,8,7,0,2
18,5,4,2,2,2,9,1,1,3,4,3,4,2,3,3,1,1,3,4,4,2,2,4,4,8,6,4,0,2
20,7,2,1,1,1,5,1,2,3,2,1,2,1,1,2,2,1,1,1,4,1,1,4,3,2,2,0,0,0
27,3,3,1,2,2,5,1,1,2,1,4,2,1,2,2,1,1,4,4,2,2,2,4,4,8,7,9,3,2
15,3,3,1,1,2,5,2,,3,1,1,1,1,1,1,1,1,2,4,1,1,1,4,2,4,3,5,0,0
26,3,1,1,2,2,5,1,1,2,2,3,3,1,1,1,1,2,4,2,4,2,2,4,3,6,1,0,4,0
24,3,2,1,2,2,4,1,1,1,1,1,1,1,3,2,2,1,2,1,4,4,3,2,2,6,6,3,6,2
20,3,1,1,2,2,12,1,1,3,1,2,1,3,1,2,4,1,3,1,4,3,1,2,1,8,7,1,1,0
